32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.0156, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.02, 0, 32
32.0244, 0, 32
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0244, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0289, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
32.0333, 63, 33
