591, 36
421, 40
275, 36
360, 34
253, 34
117, 36
860, 36
785, 37
886, 34
65, 36
870, 48
366, 36
2, 36
161, 40
448, 36
940, 40
34, 40
89, 36
992, 38
925, 36
132, 36
280, 36
588, 40
14, 40
69, 36
313, 38
703, 40
541, 44
893, 40
2229, 40
4769, 44
23782, 64
26507, 64
23267, 64
14162, 64
15482, 64
11099, 64
773, 40
553, 40
